CompanyName,Website,Industry,Sub-Industry,MarketSegment,AI_Functional_Category,CompanyDescription,LatestFundingDate,LatestFundingAmount,LatestFundingRound,CompanyTotalFunding,CompanyInvestors,CompanyExitDate,CompanyLatestValuation,CompanyFoundedYear,CompanyDataAdded,CompanyStatus,CompanyCompetitors,CompanyMarketCap,LocationContinent,LocationCountry,LocationState,LocationCity,LocationAddress,Notes
DeepMind,deepmind.com,unknown,unknown,unknown,unknown,"DeepMind works on artificial intelligence and its applications across various sectors. The company develops AI technologies and models with applications in healthcare, data management, and research, among other fields. It was founded in 2010 and is based in London, United Kingdom. In January 2014, DeepMind was acquired by Google at a valuation between $500M and $650M.",unknown,0,unknown,0,unknown,unknown,0,2010,12/29/24,Acquired,"xAI, Rhino.ai, Huma, Cohere, Stability AI, BioMap, Numenta, HealthSage AI, RealAI, Aleph Alpha, Irreverent Labs, deepset, DeepNatural, Inflection, Keen Technologies, Digital Diagnostics, H2O.ai, CAWIL AI Solutions, AGI Laboratory, DeepCube, Invenia Labs, Vicarious, Kuznech, IQ Engines, The Mindkind, GAI Insights, rct AI",0,unknown,United Kingdom,England,London,5 New Street Square,Developing their own AI model internally
Google,google.com,unknown,unknown,unknown,unknown,"Google is a technology company that provides internet-related services and products. Its offerings include a search engine, online advertising platforms, cloud computing solutions, software development tools, and hardware devices. Google serves sectors of the economy with its technology solutions. It was founded in 1998 and is based in Mountain View, California.",unknown,0,unknown,41.28,unknown,unknown,0,1998,12/29/24,IPO / Went public,"Jasper, Neeva, Elastic, Upland, Meta, Tesla, Baidu, Salesforce, Tencent, Yahoo!, Oracle, Apple, Microsoft, Sony, Intel, Hewlett Packard Enterprise, Adobe, Atlassian, Mozilla, Viridien, Changhong Jiahua Holdings, Klover, PaperGo",0,unknown,United States,California,Mountain View,1600 Amphitheatre Parkway,Developing their own AI model internally
John Snow Labs,johnsnowlabs.com,unknown,unknown,unknown,unknown,"John Snow Labs works in artificial intelligence and natural language processing within the healthcare sector. The company provides products including medical language models, AI-driven chatbots, and generative AI tools for healthcare applications, along with a no-code platform for building AI models. John Snow Labs serves the healthcare and life sciences industries, focusing on clinical data analysis, patient risk adjustment, and medical data de-identification. It was founded in 2015 and is based in Lewes, Delaware.",unknown,0,unknown,0,unknown,unknown,0,2015,12/29/24,Alive / Active,"Mendel AI, ScienceIO, DeepPavlov",0,unknown,United States,Delaware,Lewes,16192 Coastal Highway,Developing their own AI model internally
Biogeometry,biogeom.com,unknown,unknown,unknown,unknown,"Biogeometry specializes in developing generative AI foundation models for protein design. Its AI-integrated biologics design platform known as GeoBiologics and high-throughput wet-lab validation platform form a design-build-test-learn closed loop for protein design and optimization for biomedicine and synthetic biology. The company was founded in 2021 and is based in Haidian, China.",unknown,0,unknown,0,unknown,unknown,0,2021,12/29/24,Alive / Active,unknown,0,unknown,China,Beijing,Haidian,1505 Zhongguancun SOHO,Developing their own AI model internally
Atomic AI,atomic.ai,unknown,unknown,unknown,unknown,"Atomic AI is a biotechnology company at the intersection of artificial intelligence and structural biology, focusing on ribonucleic acid (RNA) drug discovery. The company develops a proprietary platform that utilizes deep learning to discover small molecules and medicines that target RNA. It was founded in 2021 and is based in South San Francisco, California.",unknown,0,unknown,42,unknown,unknown,0,2021,12/29/24,Alive / Active,unknown,0,unknown,United States,California,South San Francisco,329 Oyster Point Boulevard,Developing their own AI model internally
Latent Labs Technologies,latentlabs.com,unknown,unknown,unknown,unknown,"Latent Labs Technologies specializes in the development of foundation models for analyzing molecular data within the life sciences sector. The company's services facilitate the processing and interpretation of complex molecular information for various applications. It primarily serves the life science industry. The company was founded in 2023 and is based in Dover, Delaware.",unknown,0,unknown,9.11,unknown,unknown,0,2023,12/29/24,Alive / Active,"Biorelate, Bainom, BioBox, ngram, BioRankings, SciSwipe, Avantor",0,unknown,United States,Delaware,Dover,1111B South Governors Avenue Suite 6369,Developing their own AI model internally
EvolutionaryScale,evolutionaryscale.ai,unknown,unknown,unknown,unknown,"EvolutionaryScale specializes in artificial intelligence for the life sciences sector. It focuses on the understanding and creation of proteins. The company offers a suite of AI models that enable scientists to analyze and interpret biological data, and to design proteins with specific functions for various scientific applications. EvolutionaryScale's AI tools are used by researchers to innovate in fields such as carbon capture, plastic degradation, and medicine development. It was founded in 2023 and is based in New York, New York.",unknown,0,unknown,142,unknown,unknown,0,2023,12/29/24,Alive / Active,unknown,0,unknown,United States,New York,New York,unknown,Developing their own AI model internally
Bioptimus,bioptimus.com,unknown,unknown,unknown,unknown,"Bioptimus focuses on developing foundation models in the field of biology. The company specializes in transforming multiscale biological data into representations that facilitate breakthrough discoveries. Its models serve as a reference for multi-level biological analysis. It was founded in 2024 and is based in Paris, France.",unknown,0,unknown,35,unknown,unknown,0,2024,12/29/24,Alive / Active,unknown,0,unknown,France,unknown,Paris,Boulevard Poissonniere,Developing their own AI model internally
Converge Bio,converge-bio.com,unknown,unknown,unknown,unknown,"Converge Bio specializes in integrating generative artificial intelligence with biological data within the biotechnology and pharmaceutical sectors. The company offers solutions that use large language models to enhance drug discovery and development processes. Its platform is designed to optimize small molecules, generate antibodies, discover new drug targets, design messenger RNA (mRNA) vaccines, identify biomarkers, and engineer novel proteins. The company was founded in 2024 and is based in Wilmington, Delaware.",unknown,0,unknown,5.5,unknown,unknown,0,2024,12/29/24,Alive / Active,unknown,0,unknown,United States,Delaware,Wilmington,108 West 13th Street Suite 100,Developing their own AI model internally
Helical,helical-ai.com,unknown,unknown,unknown,unknown,"Helical is an AI platform focused on bio foundation models for drug discovery applications in the biotechnology sector. The company provides an open-core platform that allows access to DNA and (m)RNA bio foundation models, a data atlas for training and benchmarking, a marketplace for scientific applications, and infrastructure support for running models. Helical serves the biopharmaceutical industry with its research tools. It was founded in 2024 and is based in Luxembourg City, Luxembourg.",unknown,0,unknown,2.35,unknown,unknown,0,2024,12/29/24,Alive / Active,"BioLM, NVIDIA",0,unknown,Luxembourg,unknown,Luxembourg City,"9, Rue du Laboratoire, Gare",Developing their own AI model internally
Chai Discovery,chaidiscovery.com,unknown,unknown,unknown,unknown,"Chai Discovery focuses on leveraging artificial intelligence to understand and manipulate the interactions between biochemical molecules within the life sciences domain. The company develops AI foundation models that predict and potentially reprogram the fundamental interactions between these molecules. These technologies cater to sectors that require insights into molecular behavior and biological system manipulation. It was founded in 2024 and is based in New York, New York.",unknown,0,unknown,30,unknown,unknown,0,2024,12/29/24,Alive / Active,unknown,0,unknown,United States,New York,New York,243 West 60th Street Apt 5D,Developing their own AI model internally
Biomap,biomap.co.uk,unknown,unknown,unknown,unknown,"Biomap provides temperature monitoring solutions within the Life Sciences industry. The company offers services including temperature mapping, packaging qualification, calibration, and shipping studies, along with products such as continuous monitoring systems, data loggers, vehicle monitoring systems, and laboratory fridges and freezers. Biomap serves sectors including Pharmaceutical Manufacturing & Distribution, Wholesalers, Clinical Trials Supplies, Blood Storage, and various Hospital & Laboratory environments. It was founded in 2009 and is based in London, England.",unknown,0,unknown,0,unknown,unknown,0,2009,12/29/24,Alive / Active,unknown,0,unknown,United Kingdom,England,London,"19 Oliver Business Park Oliver Road, Park Royal",Developing their own AI model internally
METiS Pharmaceuticals,metispharma.com,Drug Discovery,unknown,AI in drug formulation & tablet development (Healthcare & Life Sciences),unknown,"METiS Pharmaceuticals is a biotechnology company that focuses on the development of novel therapeutics using artificial intelligence (AI), machine learning (ML), and molecular dynamics (MD). The company offers an AI platform for drug discovery and develops targeted delivery systems for small molecules, RNA, and gene therapies. METiS primarily serves the biotechnology and pharmaceutical industries with its advanced technology in drug discovery and delivery. It was founded in 2020 and is based in Hangzhou, China.",unknown,100,Series C,250,"IMO Ventures, FreesFund, Source Code Capital, XtalPi, Forcefield Venture, HongShan, 5Y Capital, Lightspeed China Partners, CMB International Capital, China Life Insurance, PICC Capital Equity Investment, China Life Equity Investment, Monolith Management, Roche Accelerator, China Capital Investment Group, China Taiping Insurance Holdings",unknown,0,unknown,unknown,unknown,unknown,0,unknown,China,unknown,unknown,unknown,Uses AI in preclinical development
CytoReason,cytoreason.com,Biotechnology,unknown,AI-powered in-vivo simulations (Healthcare & Life Sciences),unknown,"CytoReason operates in the healthcare and pharmaceutical sectors. The company offers a computational model of the human body, using proprietary data to simulate human diseases at a cellular level, which aids in identifying new opportunities, shortening trial phases, reducing development costs, and increasing the likelihood of drug approval. Its primary customers are pharmaceutical and biotech companies. It was founded in 2016 and is based in Tel Aviv, Israel.",unknown,80,Series A,116.61,"PICO Partners, OurCrowd, Pfizer, NVIDIA, Thermo Fisher Scientific",unknown,0,unknown,unknown,unknown,unknown,0,unknown,Israel,unknown,unknown,unknown,Uses AI in preclinical development
